id,clean_comment,Label_API,Person_1,Person_2,emotion
5978,"ánh trăng lạc lối gieo phù hoa duyên hóa thành tro mặt hồ rung lên mang hạt mưa xuyên nát lòng ta trái tim rộng lớn thu nhân gian trong đôi mắt sầu lo bầu trời riêng ta ru lời ca nhắn ai đừng xa pre chorus: hà anh ha à anh, nhắn ai đừng xa nhìn từng chiếc lá úa phai màu rụng rời ngoài hiên hà anh ha à anh, mình ta với ta thôi mà tấm thân này chịu nhiều đớn đau lưu luyến chorus: gió lung lay bàn tay nâng cánh hoa tình dẫu trăm năm người thương vẫn cách xa mình thuyền mãi ra khơi đi về nơi con sóng vô hình chốn xa xăm trùng dương muôn hướng vạn lý ver 2: và đêm tối bên trong tâm hồn từng dòng suy nghĩ ta xa nhau vì? bình minh giấu đi cô đơn ngày dài ta mong quên đi ai ai mang cô đơn đi ai ai mang cô đơn đi ai ai mang cô đơn đi và ai pre chorus: hà anh ha à anh, nhắn ai đừng xa nhìn từng chiếc lá úa phai màu rụng rời ngoài hiên hà anh ha à anh, mình ta với ta thôi mà tấm thân này chịu nhiều đớn đau lưu luyến chorus: gió lung lay bàn tay nâng cánh hoa tình dẫu trăm năm người thương vẫn cách xa mình thuyền mãi ra khơi đi về nơi con sóng vô hình chốn xa xăm trùng dương muôn hướng vạn lý","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
5979,"mỗi câu từ, nhịp luyến cộng thêm sự kết hợp của những nốt đàn ma mị...mỗi lần nghe lại là lại nổi da gà . hay kinh khủng","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5980,"cũng gần 97tr rồi, lúc đầu cũng chỉ mong em ấy 10tr, bài hát vượt xa mong đợi tồn tại với thời gian, và nó cũng chứng minh rằng là đâu đó đang có những người nghe nhạc bằng tâm hồn và rất công tâm yêu tất cả mọi người","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5981,"thế giới có tỷ tỷ tỷ bài hát, mỗi bài hát có mỗi cách hát, ý nghĩa riêng . tài năng thực sự❤️","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5982,"rất tự hào về mv này . hơn 120m rồi, không icm làm tốt lắm . nghe nó thật sự rất cuốn hút, bắt tay","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5983,"chúc mừng kicm thắng giải mtv fan choice 2021, tui thức vote cho bạn, huy vọng bạn sẽ cống hiến nhiệt tình cho nền âm nhạc việt, luôn ủng hộ bạn kicm","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5984,"bỏ qua những chuyện thị phi không liên quan, thời gian trôi qua và chúng ta nên để mọi chuyện trôi đi . và phải công nhận rằng bài hát này rất tuyệt vời, ca từ rất xuất sắc và đẹp . hiện nay các bài hát vpop hiện nay rất khó có bài nào có cách chọn từ ngữ đẹp như vậy . gia điệu không cần quá nhiều thanh nhạc, không cần remix chỉ cần đu đưa theo những tiếng đàn như hòa tấu, phiêu vào lòng người vậy . rất tuyệt","enjoyment, surprise, other","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5985,"không ngờ bài này ra hơn 9 tháng rồi mà vẫn còn có sức hút với khán giả nhiều như vậy, nhìn lượt xem tăng đều thật sự mình rất vui cho khánh, hy vọng sớm đạt được 100m","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5986,tôi là 1 người khó tính trong âm nhạc 🥺 nhưng công nhận bài này nghe rất cuốn âm nhạc hiện đại pha lẫn hơi hướng nhạc cổ 😘 nói chung không có gì để chê,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5987,"sản phẩm của k-cm cứ như có chất gây nghiện vậy, rất hợp lý và được chau chuốt từng câu từng chữ thật tuyệt vời!!!","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5988,"càng nghe càng hay, hôm nào cũng bật nhạc k-icm nghe hết . luôn theo dõi và ủng hộ bạn . 😊","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
5989,"thật sự đây là một tác phẩm đặc biệt và rất ấn tượng, có thể nghe hoài, vài năm sau nghe lại vẫn hay vì nó có chất riêng và độc đáo","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5990,"bai hát nghe độc và lạ, giai điệu mới mẻ có sự cách tân...làm chú ý thêm sự thu hút . thật tuyệt vời vì tôi nghe được bài hát này.","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5991,nghe đi nghe lại rất nhiều lần không biết chán nghe rất đã tai cảm ơn kicm,other,other,other,other
5992,giàu sang nghe chất vãi,"enjoyment, surprise",enjoyment,enjoyment,enjoyment
5993,"mình rất thích dòng nhạc regae, ub40, bob marley...lần đầu tiên được nghe phiên bản việt rất hay","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5994,vẫn chất như ngày nào♥️,enjoyment,enjoyment,enjoyment,enjoyment
5995,nghe mà nó thấm đó quản trị viên nhớ tới anh em nhiều lắm ☺️,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
5996,nghe không ngừng luôn đeo tai nghe quá đã chất 👌,"enjoyment, surprise",enjoyment,enjoyment,enjoyment
5997,một chữ gọi là chất😍,enjoyment,enjoyment,enjoyment,enjoyment
5998,nhạc hay púa ❤,"enjoyment, surprise",other,"enjoyment, surprise","enjoyment, surprise"
5999,nhạc này ngầu quá nên tui nghe hoài hoài luôn,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6000,nhạc hay quá mình nghe hoài vẫn hk chán 👍,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6001,chất như nước cất!!,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6002,hay qua ai thay hay cho tơ xin 1 like nha ❤👍,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6003,phải gọi là chất😎,enjoyment,enjoyment,enjoyment,enjoyment
6004,chất 👍,enjoyment,enjoyment,enjoyment,enjoyment
6005,hãy quá❤️,enjoyment,enjoyment,"enjoyment, surprise","enjoyment, surprise"
6006,nhạc chất chơ người chơi quá😁😍🤑♥️️️,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6007,thằng bé cầm quyền quá hay,"anger, disgust","anger, disgust","anger, disgust","anger, disgust"
6008,có thể làm riêng bài thằng hầu được không ạ?,other,other,other,other
6009,đó giờ mới nghe được bài nhạc chất chơi,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6010,cho tên các bài trong list đi quản trị viên,other,other,other,other
6011,"bạn này cũng giống em, em cũng sợ giao tiếp nhưng em lại chọn tập đi bán hàng để rèn luyện kĩ năng giao tiếp ạ. vượt qua nỗi sợ bằng cách đối mặt với nó . em cám ơn thầy ạ","fear, enjoyment, other","fear, enjoyment, other","fear, enjoyment, other","fear, enjoyment, other"
6012,"mình năm nay 29 tuổi và 2 năm trước mình có gây một số việc sai lầm với người khác, và bây giờ khi đi ra ngoài mình rất là sợ hãi, nhưng nghe thầy giảng rất hay và ý nghĩa, giờ thấy tâm cũng đỡ hơn, mong là mình sẽ tốt hơn, cảm ơn thầy","fear, enjoyment, sadness, other","fear, enjoyment, sadness","fear, enjoyment, sadness","fear, enjoyment, sadness"
6013,"hôm nay thứ 7 ngày 6 tháng 5 năm 2023, mình muốn chuyển qua lớp anh thầy chiến để học vì muốn đạt điểm 9 thay vì chỉ dừng lại ở điểm 8 ở lớp b.mình sợ, sợ không theo kịp thì bị thầy yêu cầu quay về lớp b, sợ cô đơn khi mình không quen ai ở đó, sợ đối mặt với thực tế là mình không làm được điểm cao .. sợ mình không đỗ đại học mình muốn...và mình đang sợ nhiều thứ không lý giải được dù biết nó rất vô lý ...","fear, sadness, disgust, other","fear, sadness, disgust, other","fear, sadness, disgust, other","fear, sadness, disgust, other"
6014,cảm ơn thầy rất rất nhiều . cảm ơn khi mỗi lần có điều gì bế tắc trong cuộc sống lại được nghe những lời tâm sự thực sự quý hơn vàng của thầy . chúc thầy luôn mạnh khỏe và hạnh phúc!,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, other","enjoyment, other"
6015,em xin cảm ơn những lời chia sẻ đầy tâm huyết của thầy hi vọng bản thân đủ duyên để được tham gia khóa học của thầy . em xin chúc thầy thật nhiều sức khỏe và niềm vui để tiếp tục truyền đạt những điều hay ý đẹp cho chúng em lĩnh hội ạ 🥰,"enjoyment, surprise, other","enjoyment, surprise","enjoyment, surprise, other","enjoyment, surprise, other"
6016,đi ra ngoài phải đẹp . phải ngẩng cao đầu hiên ngang . không là bị chửi xấu xí thiếu tự tin thiếu giáo dục .. 😀 ý thức giúp mình đó chứ . phải học và thay đổi cho tốt lên từng ngày .. cảm ơn thầy!,"enjoyment, other","enjoyment, other","enjoyment, other","enjoyment, other"
6017,quá hay anh tuấn ơi,enjoyment,enjoyment,enjoyment,enjoyment
6018,cảm ơn thầy nhiều nếu không có thầy của ngày hôm nay trong video này thì chắc con chỉ mãi bảng năng thôi không có ý thức vì những gì mình làm mình cho là ý thức nhưng không phải đó chính là bảng năng mà mình không hề biết đến ❤,enjoyment,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6019,ý thức hơn bản năng,other,other,other,other
6020,"hay quá, cảm ơn thầy . mình cũng 97 cũng đang dần tập ý thức để chống lại các thói quen sinh ra từ bản năng ""xấu"" đây","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6021,mình đang sống theo bản năng nhiều quá:)) đọc xong cảm nhận được chính mình trong đó,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6022,thầy cho em xin link nhạc để em nghe những lúc học tập với ạ,other,other,other,other
6023,xin bái phục sự xuất sắc uyên thâm của thầy,other,other,other,other
6024,em biết ơn thầy đã chia sẻ ạ,enjoyment,enjoyment,enjoyment,enjoyment
6025,thầy chia sẻ dễ nghe dễ hiểu! 😊 cám ơn thầy nhiều lắm!,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6026,hay qua em ngộ ra nhiều! cảm ơn thầy tuấn,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6027,cảm ơn anh tuấn nhiều chia sẻ rất hay ạ ❤️️️,"enjoyment, surprise",enjoyment,"enjoyment, surprise","enjoyment, surprise"
6028,haha có điểm thầy cho mình hợp nhau ấy 😊,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6029,không còn chuỗi nhiệm vụ khi mở khóa vé nữa à: ((,"sadness, surprise, other","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other"
6030,đợt này có dự đoán kết quả không v quản trị viên?,other,other,other,other
6031,à trùng ngày đi làm: v,other,other,other,other
6032,"về riot cũng có dự đoán trận đấu lấy tinh hoa lam nha anh em, mà có cái lồn","surprise, enjoyment",other,"surprise, enjoyment","surprise, enjoyment"
6033,"mùa 1 xem đúng chất thi thố, toàn bài hay, mùa 2 xem trailer fan đã vote đỏ d * í lên rồi;))","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6034,"mùa 1 thành công thật, nhiều bạn đã có chỗ đứng, nhận được tài trợ, được mời đóng quảng cáo và có nhiều bài hit như gducky, dế choắt, uno bigboi, gil, ...","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6035,quá nhiều cảm xúc mặc dù mình đã xem nhiều lần ❤,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6036,"cá nhân vẫn rất hâm mộ binz, karik và rap việt mùa 1 và mùa 2","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6037,trong video này đã có 10 tiết mục thuộc về đội karik rồi tuyệt vời quá,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6038,mùa 1 tập hợp những con quái vật khủng nhất của rap việt,"surprise, fear, other","surprise, fear, other","surprise, fear, other","surprise, fear, other"
6039,"nghe cuốn từ tiết mục này sang tiết mục khác, không rời được í 😅😔😳","sadness, fear, surprise, other","sadness, surprise, fear, other","sadness, fear, surprise, other","sadness, fear, surprise, other"
6040,"tôi vẫn thích mùa 1 hơn, quá nhìu bài hay trong mùa 1, đặc biệt chú vịt vàng trong mắt tôi quá ư là tuyệt zời🎉","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6041,nghe đi nghe lại vẫn thấy hay ..... ban giám khảo rất tuyệt vời.,enjoyment,enjoyment,enjoyment,enjoyment
6042,mùa 1 thí sinh binz chất vãi lồn - mùa 2 thí sinh như bản sao ổng ý,"disgust, surprise",other,other,other
6043,đôi mắt của gducky là điểm nhấn của ráp việt vòng tuyển chọn,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
